tweet,sentiment,language,tag
"Andame kong friends na nagbreakdown dahil sa pandemic na to. Never pako nakakita ng friend na nagbreakdown habang nagbabakasyon. Saya neto eh. Ang mamahal ng bilihin tapos tinggin sa mga nangyare, bakasyon. FTW!",0,tl,Regulasyon
"Dream come true: Seeing Davao Oriental’s majestic Aliwagwag Falls! . . Buti pandemic, super konting tao. Salamat @pinoyspaceguy at 📸 @sirraulooo 😎 #ACCESSMindanao @ Aliwagwag Falls , Cateel Davao Oriental https://t.co/jcVjxkyPRB",1,tl,Lakbay
"@welahijklmheart GI UNSA GID PAGHUNAHUNA JUSKO! GA PROBLEMA NA GALI SA PANDEMIC, GIDUGANGAN PA GID ANI NGA ORDINANSA. PAGKA WAY BUOT!",0,tl,Regulasyon
Kung hindi sana pandemic edi sana TEAM Live ako!!! Nakakamiss din pala mag Team Live sa mga ganaps. Can't waaait na mailayag si Ella sa mga future ganap nya!! KEEP SHINING ELLA CAYABYAB #EllaCayabyab | @ellacayabyab_,0,tl,Regulasyon
Hoping and praying that the pandemic will end soon. 🙂❤,0,en,Quarantine
"So I was watching some old videos from work before the pandemic and it really made me miss my co-workers so bad. All thos kulitans, activities inside the office and most importantly my bebeloves 🥺🥺🥺",0,en,Lockdown
"@MrFrankBaraan LOL ! Insensitivity at its best! Just clueless in feeling the pulses of common tao! There is misery, pain &amp; suffering everywhere! Stuck in houses or slums, are forlorn &amp; distressed! All anxious of what the pandemic’s present, immediate term &amp; future will bring! Que horror!",-1,en,Lockdown
Medyo malakas noong pangunang pandemic pero ngayon kahit maluwag luwag na kahit pandemic pa rin naman olats sa kita 😔,0,tl,Regulasyon
@armm2015 @nicephoebetiara @ashleylaw371 We do too it's pandemic it's a thrash to spent money that'sake me sad remember pandemic have change many lives po #TBADNBoycottDGxEBxCS2,0,en,Quarantine
@Autessa2 @ManzanoMyrna @Aurora24MCF TBADN pa all I know wecare afraid of GOD that all not anybody sa pandemic nga we have survived dito pa nopevsirry God we include u #TBADNBoycottDGxEBxCS2,0,en,Lockdown
@letmalaborbor @magnomarilyn11 @MCambsl @aldenrichards02 @24OrasGMA Remember don't stress we are on boycott so ignore let's be firm there lots of things during dis pandemic life changes iba na po no worries #TBADNBoycottDGxEBxCS2,1,en,Quarantine
@Nezuko80248176 @magnomarilyn11 @MCambsl @aldenrichards02 @24OrasGMA Santo remember it's pandemic wiser Ang tao don't they remember ADN are dependable so who will go to movies to spent #TBADNBoycottDGxEBxCS2,0,en,Quarantine
@joybelle829 Baligtad pala tayo. 😔 Nag panic buying ako ng facemasks nung pandemic😓,0,tl,Regulasyon
"Rep. Tan: Huwag tayong matakot magpabakuna, protektahan natin ang isa’t-isa upang sabay-sabay nating malagpasan ang pandemya. Let’s support the government’s vaccination program and help stop the COVID-19 pandemic.",0,tl,Balita
Duterte borrowed a record P2.74 trillion in 2020 to fight the health and socioeconomic crises inflicted by the COVID-19 pandemic 👊😂🤔🐒💩🍅🐢 https://t.co/kmD026QH2f,0,en,Response
This is peak privilege! Aba eh shuta siz nagsimula ang pandemic ang bakasyon ko lang ay nung naquarantine ako ng 2 beses!,0,tl,Regulasyon
"@joshSJC Diba its so unfair, from the start of the lockdown we gave our lives to curb the pandemic kahit walang magandang comoensation. Now na may chance to protect healthcare workers they choose the “pwede na” option ugh",-1,en,Lockdown
@TrillanesSonny some@domestic shipping lines hv lost their moral decency (assuming they had any 2 begin w) they want to raise rates now 2-5k per container. isnt this illegal during pandemic?,0,en,Quarantine
"DOH director Dr. Beverly Ho says the agency supports the 'Better Normal' bill, which makes permanent the minimum health standards in place due to the COVID-19 pandemic.",0,en,Response
@MCambsl @SangkayM @MyNameIsTheo011 Stupidity #TBADNBoycottDGxEBxCS2 It's pandemic wiser na po Ang tao sorry only TBADN got it spent for maichard yes but them no way #TBADNBoycottDGxEBxCS2,0,en,Quarantine
"I stand corrected - anxiety and discomfort. Lolo: ""arte arte mo swab lang yan daming nakatingin"" talking to her 7 or 8 year old granddaughter 🙄 Nakakainis ka lolo toxic mong lolo grrr nakakapanggigil HUWAG ISAMA ANG MGA BATA SA AURA NIO may pandemic pa din po",0,tl,Regulasyon
@chiesunio Totoo! Haha lika na bili tayo army bomb 😆 ipon tayo baka bigla mag concert dito after pandemic e hahahahaha,-1,tl,Regulasyon
"@societyofhonor The VP option is logical &amp; practical! She is gaining more credibility than ever! Given latest SC’s decision, she can give more focus &amp; dedication to pandemic response! Alas, Palace is scared of her growing popularity thus latest vilification! Que horror!",0,en,Lockdown
Anything we can do @chinabankph? Should we fly from cebu to manila again despite this pandemic to request for a simple bank statement?????,0,en,Quarantine
I will never forget this night x pre pandemic days x love you mamsh @reginevalcasid https://t.co/xXUbm5C7fa,1,en,Quarantine
"This pandemic has shown its impact in knowledge communication. Now more than ever, it has become more apparent that practical knowledge should be free and borderless for wider dissemination. https://t.co/G0AZeZDbO5",0,en,Quarantine
"Whenever doctors and nurses talk about the need to vaccinate against COVID, I feel my heart go, “aaah.” I listen with gratitude. I feel moved. When it’s the usual, mysoginistic talking heads, I listen with doubt, no thanks to their ineptness and greed in handling the pandemic.",0,en,Quarantine
"The Nitpicker ! He nitpicks anybody who he can’t sway to his repulsive side &amp; ways by vilifying, demeaning, lies &amp; deception &amp; all that evil stuff! Pandemic has seen the worst &amp; maybe more forthcoming! Que horror!",-1,en,Quarantine
"I just learned about this SHEIN app. And I cant stop adding to cart. 😂 pero hanggang add to cart lang tayo. Wala pang 1 yr since the lockdown. I told myself na di ako bibili ng kahit anong damit during the lockdown/pandemic. Apparently, mukang matatagalan pa to dito sa pinas 😂",1,tl,Regulasyon
"Lord, walang pandemic pandemic sa taong may pangarap. If para sa amin talaga yun, we will claim it.",0,tl,Regulasyon
"im super proud to all my AACA1 classes for doing a good job for this term! it’s been a battle for three hours, you fought and stood of it! congratulations for making this far, i am always with you guys! wala munang yakap bukod sa pandemic maissue pa ako! JOKE! rest and rise!",0,en,Quarantine
gusto ko umuwi ng province pandemic please matapos kanaaaaaa :( makapagdagat man lang Zac ng madameng beses,0,tl,Lakbay
Mas nakakatakot na ngayon kasi sobrang luwag na ng guidelines and protocols for this Pandemic 😔,-1,tl,Regulasyon
"@sayperjude hahaha. madami naman sila doon.. pero ngayon, (since last year ata due to pandemic) di sila naka Meetup..",0,tl,Lakbay
"Godbless na lang sa inyo 😇 Proud na ako sa kaya kong ilaro kahit 10 months palang ako natututo, because of pandemic 🏐",1,tl,Regulasyon
Damang dama ko ang pandemic sa Davao.,0,tl,Regulasyon
"Kung gaano tayo karaming magbigay ng gawain sana ganon rin karami yung naituturo natin. Effective teaching during this pandemic is a must, dobleng effort talaga ang kelangan both sides. For students, alwys be reasonable wth ur rants &amp; complaints, goal nating magmeet sa gitna.",0,tl,Regulasyon
Get your tote bags now for only Php250 💗 This is not just an ordinary tote bag y'all!! We also advocate women empowerment and eco-friendly during this pandemic✨Dm me to order and for more details 💗 https://t.co/QVEHDtPANt,0,en,Quarantine
@elbandidoMMA Pandemic or not mao ra gihapon,0,en,Quarantine
TANGINA! NASAN ANG MALASAKIT CENTERS NA YAN NUNG NAGSISIMULA ANG PANDEMIC?!?!?! KAGAGUHAN! #WOWOWIN #wowowintutoktowin another publicity stunt before the 2022 election.,-1,tl,Regulasyon
@bautistadanielb @MarckEspejooo Pagdamutan ba ang Phenom? Kung sinu sinu ngang vball players ang me ayuda sa yo kahit wala pang pandemic. 😊,0,tl,Regulasyon
LOOK: Speaker Lord Allan Jay Velasco led the first face-to-face flag raising ceremony at the House of Representatives this morning since COVID-19 pandemic started last year. @cnnphilippines https://t.co/TIuZD3SVdg,0,en,Response
Before pandemic @ National Museum of the Philippines https://t.co/ng5fUut3gp,0,en,Quarantine
"LOL, it’s a non-event! Glorifying donated vaccine that is yet to finish its clinical trials &amp; whos results need to be globally assessed &amp; accepted. That’s why PH pandemic vacc program is an utter disaster in view of patronizing China &amp; low public acceptance ! Que horror!",0,en,Quarantine
"As taxpayers, we have every right to be choosy ! Specially, medicine that might be life challenging or threatening amidst pandemic! As an LGU official, dictating on matters pertaining to public health is surely life threatening itself! Que horror!",0,en,Quarantine
I've lost a lot of friends during this pandemic and the fact that I never got to see them even during their wake is heartbreaking.,0,en,Quarantine
"Distribution of thirty (30) faceshields to the participants of Project Bisita Eskwela I Am Strong at Bacooc Elementary School in Brgy Bacooc, Lagangilang, Abra. #PNPCares #WeHealAsOne #WeFightCOVID19AsOne https://t.co/2W75NCx5C4",0,en,Response
"Safety tips against Covid-19 and its variants! Stay home and stay safe, kakailian! #PNPCares #PNPKakampiMo #PNPToServeandProtect #WeHealAsOne #WeFightCOVID19AsOne https://t.co/w4DrlUnQSC",0,en,Response
Beware. Be aware. Be alert to covid-19 vaccines fraud! #PNPKakampiMo #TeamPNP #WeHealAsOne #WeServeAndProtect https://t.co/euCp9uLmcZ,0,en,Response
"Please get vaccinated when and while you can, for the safety and welfare of our loved ones. #RoadToZero #resbakuna #wehealasone #ilovetaguig #TRACETaguig https://t.co/ue83C1bj7w",0,en,Quarantine
Praying for better days to come. ðŸ™ðŸ˜‡ðŸ™#wehealasone https://t.co/xvJHf3qkRx,0,en,Quarantine
Random Shots #shorts #shortsph #WhenInCebu #WeHealAsOnePH #WeHealAsOne @ Cebu I.T. Park https://t.co/qZS1vIS0zz,0,en,Lockdown
"August 26, 2021. Personnel of Bagulin MPS led by PLT JONATHAN T MENDOZA, OIC conduct pulong-pulong/lecture to the different advocacy group using the AVPs held at Brgy Dagup, Bagulin, La Union. #TeamPNP #WeServeAndProtect #PNPKakampiMo #WeHealAsOne https://t.co/vpbAewZXiu",0,en,Response
"August 26, 2021. Personnel of Bagulin MPS under the supervision of PLT JONATHAN T MENDOZA, OIC, conducted Oplan Sita Operation at Brgy Suyo, Bagulin, La Union. #TeamPNP #WeServeAndProtect #PNPKakampiMo #WeHealAsOne https://t.co/ganON4gXjt",0,tl,Balita
"August 25, 2021. Personnel of Bagulin MPS under the supervision of PLT JONATHAN T MENDOZA, OIC together with the augment personnel from 2nd LUPMFC conducted Oplan Sita Operation along Brgy Suyo, Bagulin, La Union. #TeamPNP #WeServeAndProtect #PNPKakampiMo #WeHealAsOne https://t.co/pAUIsquMb8",0,en,Response
"Thanks to my family, friends, colleagues from TED, and some Anonymous people for all the prayers and support during my quarantine. Also, salute and thanks to all frontliners in the facility ðŸ’œ #WeHealAsOne #LetsBeatCOVID19 #ThankYouLord #StaySafe #Delta https://t.co/aR83HAqWr7",1,en,Quarantine
Got my first dose of vaccination. ðŸ’‰â˜ºï¸Letâ€™s get vaccinated . #AstraZeneca #resbakuna #wehealasone https://t.co/wxxVqQR0Wn,0,en,Quarantine
All Vaccines Work. Huwag Na Kayong Magduda &amp; Magdalawang-isip. Magparegister sa nearest LGU and let's accomplish Herd Immunity through Vaccination #GetVaccinatedNow #WeHealAsOne ðŸ’‰â¤ï¸ðŸ‡µðŸ‡­ðŸŒ,0,tl,Regulasyon
"CEBU VACCINATION STATISTICS As of August 16, 2021, a total of 1,121,453 vaccine doses have been administered across all Public and Private Sector Vaccination Centers in Cebu. #WeHealAsOne https://t.co/xLphsDfG6F",0,en,Response
"On August 17, 2021, personnel of Bagulin MPS under the supervision of PLT JONATHAN T MENDOZA, OIC conducted Oplan Sita Operation along Brgy Suyo, Bagulin, La Union. #TeamPNP #WeServeAndProtect #PNPKakampiMo #WeHealAsOne https://t.co/AdpHM3g7eR",0,tl,Balita
8/10/2021: KALIMPYO UG KAHAPSAY SA KAMPO 7 #IntensifiedCleanlinessPolicy #PNPKaubanMoBatoksaCOVID19 #WeHealAsOne #WeServeAndProtect #PNPKakampiMo #TeamPNP #TeamPRO7AmigoCops #TeamDagohoyCops #TeamLoonGoodCops #StayHomeSaveLives #PNPPATROLPlan2030 https://t.co/5oYNWaJemv,0,tl,Balita
First dose. Salamat po. #Moderna #QCProtektodo #RESBAKUNA #BeatCOVID19 #WeHealAsOne #COVID19PH https://t.co/hsozEdFzBT,0,tl,Quarantine
#WeHealAsOne â™¥ï¸ @ Misamis Oriental https://t.co/IIKRK4psNA,0,en,Lockdown
8/3/2021: LOON PS DISTRIBUTION OF FACEMASKS #IntensifiedCleanlinessPolicy #PNPKaubanMoBatoksaCOVID19 #WeHealAsOne #WeServeAndProtect #PNPKakampiMo #TeamPNP #TeamPRO7AmigoCops #TeamDagohoyCops #TeamLoonGoodCops #StayHomeSaveLives #PNPPATROLPlan2030 https://t.co/0uZJTbytIY,0,en,Response
"Punumpuno ang Robinsons Place Cebu for the Covid vaccination! In fairness, Dili samuk og gubot! I saw a line of folks holding on their vaccination cards probably for their second dose. Full blast ang aircon! #WeHealAsOne #PleaseDontHesitateVaccinate https://t.co/BYOXHMY7RK",0,en,Lockdown
7/20/2021: LOON PS DISTRIBUTION OF FACEMASKS #IntensifiedCleanlinessPolicy #PNPKaubanMoBatoksaCOVID19 #WeHealAsOne #WeServeAndProtect #PNPKakampiMo #TeamPNP #TeamPRO7AmigoCops #TeamDagohoyCops #TeamLoonGoodCops #StayHomeSaveLives #PNPPATROLPlan2030 https://t.co/bQaYPCfJyn,0,en,Response
7/10/2021: OPLAN SITA &amp; PUV/BUS MARSHALING AT THE QUARANTINE CONTROL POINT #IntensifiedCleanlinessPolicy #PNPKaubanMoBatoksaCOVID19 #WeHealAsOne #WeServeAndProtect #PNPKakampiMo #TeamPNP #TeamPRO7AmigoCops #TeamDagohoyCops #TeamLoonGoodCops #StayHomeSaveLives #PNPPATROLPlan2030 https://t.co/DgcCgZibW9,0,en,Response
